ICGC DCC Project Code	ICGC Submitted Donor ID	ICGC Submitted Specimen ID	ICGC Submitted Specimen Type	ICGC Submitted Sample ID	ICGC Submitted Sequencing Strategy	ICGC Raw Data Accession	EGA Study Accession	EGA Dataset Accession	EGA Library Strategy	EGA Experiment Accession	EGA ERX Accession	EGA ERS Accession	EGA Sample Accession	EGA Run Accession	EGA Analysis Accession	EGA Raw Sequence Filename	EGA File Accession	MD5_Checksum	Unencrypted_Checksum	File Size
EOPC-DE	EOPC-075	EOPC-075_normal	Normal - blood derived	EOPC-075_normal	WGS	['EGAD00001003256']	EGAS00001000383	EGAD00001003256	none			ERS1643433	EGAN00001516542		EGAZ00001258289	WGS_paired_EOPC-075_normal_merged.mdup.bam	EGAF00001590345	6cebc91ee6400f01f63ddf64513e2c47	4ba84d503f286dfa25f003fe99bb8083	None
EOPC-DE	EOPC-150	EOPC-150_tumor_01	Primary tumour - solid tissue	EOPC-150_tumor_01	WGS	['EGAD00001003256:EGAF00001590046:EGAF00001590047']													
EOPC-DE	EOPC-027	EOPC-027_normal	Normal - blood derived	EOPC-027_normal	WGS	['EGAD00001002124']													
EOPC-DE	EOPC-02	EOPC-02_tumor	Primary tumour - solid tissue	EOPC-02_tumor	WGS	['EGAS00001000400']	EGAS00001000400	EGAD00001000303	WGS	EGAX00001081515	ERX190894	ERS202649	EGAN00001089449	EGAR00001085078		WGS_MATE_PAIR_EOPC-02_tumor_EMBL_run110427_HWI-EAS225_00053_FC_62GPRAAXX_s_3_sequence.bam.gpg	EGAF00000154461	fbb7176708b6c1bda9f7284fd8405edd	15fa571e68013136cf24243ee21a5db6	
EOPC-DE	EOPC-02	EOPC-02_tumor	Primary tumour - solid tissue	EOPC-02_tumor	WGS	['EGAS00001000400']	EGAS00001000383	EGAD00001000306	WGS	EGAX00001081547	ERX190928	ERS202649	EGAN00001089449	EGAR00001085111		EOPC-02_tumor_merged.bam.rmdup.bam.gpg	EGAF00000154494	617ad59429e4985b0882329aa1408d21	9bc809dd0c4b0f434f294b0709f4ca3d	
EOPC-DE	EOPC-197	EOPC-197_normal	Normal - blood derived	EOPC-197_normal	WGS	['EGAD00001003256']	EGAS00001000383	EGAD00001003256	none			ERS1643463	EGAN00001516572		EGAZ00001258319	WGS_paired_EOPC-197_normal_merged.mdup.bam	EGAF00001592122	5d3c1e8d6205660198aa2b164c5b3aeb	7528fd82fa2d3c5898a7d97eb2bd2622	None
EOPC-DE	EOPC-128	EOPC-128_tumor_01	Primary tumour - solid tissue	EOPC-128_tumor_01	WGS	['EGAS00001000383']	EGAS00001000383	EGAD00001002669	WGS	EGAX00001432229	ERX1686512	ERS1295053	EGAN00001422047	EGAR00001469681		WGS_PAIRED_EOPC-128_tumor_01__ST-E00240_0046_AH2FKMALXX_L005_R1.fastq.gz	EGAF00001302149	a1f84eacfeeb9a18c0fcdc556ff2f309	cb13682e90f320409500e7b03ae12770	
EOPC-DE	EOPC-128	EOPC-128_tumor_01	Primary tumour - solid tissue	EOPC-128_tumor_01	WGS	['EGAS00001000383']	EGAS00001000383	EGAD00001002669	WGS	EGAX00001432229	ERX1686512	ERS1295053	EGAN00001422047	EGAR00001469681		WGS_PAIRED_EOPC-128_tumor_01__ST-E00240_0046_AH2FKMALXX_L005_R2.fastq.gz	EGAF00001302150	b26dbf5a922b2b9917938fd962646aa7	aebf5c2d30c8c059f765771c53fcd80a	
EOPC-DE	EOPC-128	EOPC-128_tumor_01	Primary tumour - solid tissue	EOPC-128_tumor_01	WGS	['EGAS00001000383']	EGAS00001000383	EGAD00001002669	WGS	EGAX00001432230	ERX1686513	ERS1295053	EGAN00001422047	EGAR00001469682		WGS_PAIRED_EOPC-128_tumor_01__ST-E00240_0046_AH2FKMALXX_L006_R2.fastq.gz	EGAF00001302152	0ed75aba2e1b712235125a20dc477906	b1328066c7bc044dcb6fed958d5ddddb	
EOPC-DE	EOPC-128	EOPC-128_tumor_01	Primary tumour - solid tissue	EOPC-128_tumor_01	WGS	['EGAS00001000383']	EGAS00001000383	EGAD00001002669	WGS	EGAX00001432230	ERX1686513	ERS1295053	EGAN00001422047	EGAR00001469682		WGS_PAIRED_EOPC-128_tumor_01__ST-E00240_0046_AH2FKMALXX_L006_R1.fastq.gz	EGAF00001302151	df60a1dc819d3fdf5e7b5315d2856aa0	e1728430c97289aa92a82dcee0bd8e94	
EOPC-DE	EOPC-193	EOPC-193_normal	Normal - blood derived	EOPC-193_normal	WGS	['EGAD00001003256:EGAF00001590092:EGAF00001590093']													
EOPC-DE	EOPC-189	EOPC-189_tumor_01	Primary tumour - solid tissue	EOPC-189_tumor_01	WGS	['EGAD00001003256']	EGAS00001000383	EGAD00001003256	none			ERS1643456	EGAN00001516565		EGAZ00001258312	WGS_paired_EOPC-189_tumor_01_merged.mdup.bam	EGAF00001592129	cb28c391d1ff4d332a9845698340662a	690baf4ffbff11110589fa4e86e39794	None
EOPC-DE	EOPC-117	EOPC-117_tumor_01	Primary tumour - solid tissue	EOPC-117_tumor_01	WGS	['EGAD00001003256']	EGAS00001000383	EGAD00001003256	none			ERS1639141	EGAN00001516522		EGAZ00001258282	WGS_paired_EOPC-117_tumor_01_merged.mdup.bam	EGAF00001590256	2cbab343ea33435195a61d1a8dd06da3	9e85c124541f9c7d370c0b9a8da0ce24	None
EOPC-DE	EOPC-173	EOPC-173_tumor_01	Primary tumour - solid tissue	EOPC-173_tumor_01	WGS	['EGAD00001003256:EGAF00001590120:EGAF00001590121']													
EOPC-DE	EOPC-045	EOPC-045_normal	Normal - blood derived	EOPC-045_normal	WGS	['EGAD00001003256:EGAF00001579215:EGAF00001579216']													
EOPC-DE	EOPC-092	EOPC-092_tumor_01	Primary tumour - solid tissue	EOPC-092_tumor_01	WGS	['EGAD00001003256']	EGAS00001000383	EGAD00001003256	none			ERS1599550	EGAN00001504402		EGAZ00001258274	WGS_paired_EOPC-092_tumor_01_merged.mdup.bam	EGAF00001590264	243b9928c42b09579b49564ad61f9f9c	5a88f366c2ade39e528fde4215a5c153	None
EOPC-DE	EOPC-123	EOPC-123_normal	Normal - blood derived	EOPC-123_normal	WGS	['EGAD00001003256']	EGAS00001000383	EGAD00001003256	none			ERS1643443	EGAN00001516552		EGAZ00001258299	WGS_paired_EOPC-123_normal_merged.mdup.bam	EGAF00001591469	c88d37ca04c6ba77f1fda479b61c2a71	33f9255a392f7266a40bcaf4a9dd26da	None
EOPC-DE	EOPC-171	EOPC-171_normal	Normal - blood derived	EOPC-171_normal	WGS	['EGAD00001003256:EGAF00001590124:EGAF00001590125']													
EOPC-DE	EOPC-191	EOPC-191_normal	Normal - blood derived	EOPC-191_normal	WGS	['EGAD00001003256']	EGAS00001000383	EGAD00001003256	none			ERS1643459	EGAN00001516568		EGAZ00001258315	WGS_paired_EOPC-191_normal_merged.mdup.bam	EGAF00001592126	66511830990338d4378568bf18b73496	545f81606f55cd45c20aaa197861059a	None
EOPC-DE	EOPC-138	EOPC-138_normal	Normal - blood derived	EOPC-138_normal	WGS	['EGAD00001003256:EGAF00001590064:EGAF00001590065']													
EOPC-DE	EOPC-014	EOPC-014_tumor_01	Primary tumour - solid tissue	EOPC-014_tumor_01	WGS	['EGAD00001003256']	EGAS00001000383	EGAD00001003256	none			ERS1643428	EGAN00001516537		EGAZ00001258284	WGS_paired_EOPC-014_tumor_01_merged.mdup.bam	EGAF00001590350	220856f6bd6e7b0c84243666258ad80c	89b64eb981fce08649e62faf853935b6	None
EOPC-DE	EOPC-156	EOPC-156_tumor_01	Primary tumour - solid tissue	EOPC-156_tumor_01	WGS	['EGAS00001000383']	EGAS00001000383	EGAD00001002669	WGS	EGAX00001432232	ERX1686515	ERS1295069	EGAN00001422063	EGAR00001469684		WGS_PAIRED_EOPC-156_tumor_01__ST-E00204_0038_AH2HJKALXX_L001_R1.fastq.gz	EGAF00001302155	fbabd49762804c497629559c848e03c1	2d8c9799665bd4d9479fb135ac2409ab	
EOPC-DE	EOPC-156	EOPC-156_tumor_01	Primary tumour - solid tissue	EOPC-156_tumor_01	WGS	['EGAS00001000383']	EGAS00001000383	EGAD00001002669	WGS	EGAX00001432232	ERX1686515	ERS1295069	EGAN00001422063	EGAR00001469684		WGS_PAIRED_EOPC-156_tumor_01__ST-E00204_0038_AH2HJKALXX_L001_R2.fastq.gz	EGAF00001302156	af5e8274398d4a3d2add9ee6706e4f69	6ef48de60cc73534b344bf95a02e9aca	
EOPC-DE	EOPC-156	EOPC-156_tumor_01	Primary tumour - solid tissue	EOPC-156_tumor_01	WGS	['EGAS00001000383']	EGAS00001000383	EGAD00001002669	WGS	EGAX00001432233	ERX1686516	ERS1295069	EGAN00001422063	EGAR00001469685		WGS_PAIRED_EOPC-156_tumor_01__ST-E00246_0022_AH2H23ALXX_L008_R2.fastq.gz	EGAF00001302158	4fa34ff80289bb4ef29852948501615c	0899e549d025787593c40b96220a7c30	
EOPC-DE	EOPC-156	EOPC-156_tumor_01	Primary tumour - solid tissue	EOPC-156_tumor_01	WGS	['EGAS00001000383']	EGAS00001000383	EGAD00001002669	WGS	EGAX00001432233	ERX1686516	ERS1295069	EGAN00001422063	EGAR00001469685		WGS_PAIRED_EOPC-156_tumor_01__ST-E00246_0022_AH2H23ALXX_L008_R1.fastq.gz	EGAF00001302157	490773bcb19b4a0e0245ee7b0c3af66e	7cc39b6d8eb5094e45f168c9e66109b2	
EOPC-DE	EOPC-156	EOPC-156_tumor_01	Primary tumour - solid tissue	EOPC-156_tumor_01	WGS	['EGAS00001000383']	EGAS00001000383	EGAD00001002669	WGS	EGAX00001432234	ERX1686517	ERS1295069	EGAN00001422063	EGAR00001469686		WGS_PAIRED_EOPC-156_tumor_01__ST-E00240_0061_AH5MKCCCXX_L004_R1.fastq.gz	EGAF00001302159	00b400a63bbc5ec6947bd8631084e9cb	0b1c4799b0db3d76adb55b0a6d00744d	
EOPC-DE	EOPC-156	EOPC-156_tumor_01	Primary tumour - solid tissue	EOPC-156_tumor_01	WGS	['EGAS00001000383']	EGAS00001000383	EGAD00001002669	WGS	EGAX00001432234	ERX1686517	ERS1295069	EGAN00001422063	EGAR00001469686		WGS_PAIRED_EOPC-156_tumor_01__ST-E00240_0061_AH5MKCCCXX_L004_R2.fastq.gz	EGAF00001302160	d54a1a6c74abbf8fb9f0426d5412dd6d	4713a8ee19e5fdc8fd20db94ba046f66	
EOPC-DE	EOPC-110	EOPC-110_normal	Normal - blood derived	EOPC-110_normal	WGS	['EGAD00001003256:EGAF00001589561:EGAF00001589562']													
EOPC-DE	EOPC-09	EOPC-09_normal	Normal - blood derived	EOPC-09_normal	WGS	['EGAS00001000400']	EGAS00001000400	EGAD00001000303	WGS	EGAX00001081528	ERX190907	ERS202658	EGAN00001089458	EGAR00001085091		WGS_MATE_PAIR_EOPC-09_normal_EMBL_run110629_GAPC01_00034_FC_70H5KAAXX_s_5_sequence.bam.gpg	EGAF00000154474	92b7948b9a16dce4b6e7a760439571a2	55220f68573cbfcda1606e7e43c2926b	
